Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/27/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
East Asia & Pacific,EAS,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,4.810973939,4.294158749,3.856136725,4.105066404,4.638496482,4.846403052,4.177459037,4.226708288,4.390492745,4.001990045,3.748503193,4.363017373,3.97054733,4.214349883,4.286306852,4.198962046,4.269625295,4.235957505,3.965570606,4.105961214,5.090341354,5.532990523,6.451798758,7.628999042,7.72556633,7.398731594,8.105405897,8.354449617,7.28351464,7.068518979,6.629109305,6.352848032,5.859226998,6.557642821,6.293174685,
East Asia & Pacific,EAS,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,59.66276619,54.4863453,57.79012929,69.64321031,70.55453596,70.47518743,71.58199522,72.84010469,72.77502163,74.82526949,76.03696869,75.1870626,75.10566908,74.23070152,76.0058657,75.94590911,73.58328018,74.00264947,75.10276667,72.8023433,73.11666134,68.959549,66.88906497,67.51631564,62.55853594,66.05037556,64.49100496,60.48482511,60.34722787,60.50448086,61.87515853,68.38252397,71.21564717,67.84634463,65.9637371,
East Asia & Pacific,EAS,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.099279021,4.535260338,5.150352072,4.833206871,4.756068855,4.806034218,5.049929466,5.579758836,5.471704327,5.330475329,6.116259353,5.965719308,5.959469529,6.189433779,7.802505074,6.416486357,6.267545669,6.287542296,5.629840996,4.607433916,4.97479098,5.009527468,5.05239359,
East Asia & Pacific,EAS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.90112236,22.41677288,23.51779538,23.20014341,22.89118563,21.08722892,21.06654584,21.40197229,18.95926321,20.53769568,19.96786725,17.63631668,18.20352774,18.61470684,19.03787391,21.80979678,22.50092435,22.64494816,,
East Asia & Pacific,EAS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,16.17660966,15.66830862,11.09279234,10.00179787,7.826194777,8.532405562,9.704256336,9.579648794,9.793316833,9.562765018,7.779364296,7.506205129,8.718666087,9.949220411,8.37971365,9.065876318,12.34418379,11.81750997,11.19172221,11.94258337,13.09955474,15.41853846,17.10170325,16.89463801,21.17778026,17.52753211,18.15301333,20.96651733,22.15657955,21.74164797,21.05658681,15.12545389,12.68413038,15.36689737,18.00545368,
East Asia & Pacific,EAS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,9.562665848,7.766547028,8.499906943,8.857145526,9.13214339,9.141980164,8.493353475,7.771173525,7.593568554,6.759606787,7.31195723,7.688846749,7.415805741,6.858122774,7.098812891,6.715465742,5.855565202,6.13554062,6.053340508,5.867149819,5.598628758,5.041715428,4.664377012,5.001442968,5.406258602,6.133185578,5.804085987,5.956672652,6.093640787,6.123861865,6.395247001,7.248319,7.378021804,7.20634654,6.770891493,
East Asia & Pacific,EAS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,5.986873238,5.097463419,5.058290788,6.025143618,6.637571666,5.942533567,4.99282126,4.805678557,4.298311701,3.711878681,3.983084355,4.148088078,3.824584461,3.634345981,3.177017042,3.129727396,3.131636805,2.994340414,2.772522262,2.606696534,2.51427825,2.30028926,2.292854525,2.167142335,2.022498362,1.93893159,2.167584945,2.380705141,2.151187041,2.074934789,1.971889646,2.088925888,1.995314315,2.033206741,1.850485956,
East Asia & Pacific,EAS,Import unit value index (2000 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,9.58,7.32,10.65,11.71,14.92,12.96,6.64,7.3,6.31,5.86,6.58,5.72,6.34,5.03,5.03,4.46,3.94,3.64,3.92,3.81,3.57,3.87,4.48,3.04,3.14,4,4.28,3.71,3.88,,
East Asia & Pacific,EAS,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,9.13,6.82,9.84,11.28,14.33,12.27,6.42,6.92,6.12,5.72,6.45,5.6,6.18,4.85,4.81,4.33,3.76,3.4,3.56,3.51,3.33,3.39,3.92,2.61,2.68,3.1,3.12,3.01,2.53,,
East Asia & Pacific,EAS,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.407811,2.966679,1.090168,1.349063,0.8239979,0.8126054,0.9117332,0.8981037,0.475083,0.6968602,0.7358176,0.9837306,0.5727146,0.5102799,0.8133334,0.564966,1.064175,0.5018089,0.2620673,0.645404,0.5562064,0.5388827,0.4767331,7.089327,0.2564374,7.161921,0.0887031,0.310075,0.2430103,0.1783994,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,19.96,16,21.88,14.64,20.73,19.21,16.49,8.02,8.73,7.14,9.54,7.23,7.94,7.43,7.77,7.36,7.02,7.45,7.43,7.3,6.94,6.55,6.81,6.64,6.69,6.43,7.01,6.96,7.2,,
East Asia & Pacific,EAS,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,16.21,13.85,19.23,15.67,19.46,19.31,10.24,8.02,8.19,7.12,9.3,7.25,7.18,6.3,6.7,6.51,5.98,6.02,5.92,5.91,5.68,5.57,5.64,4.96,5.33,4.44,4.87,5.16,4.53,,
East Asia & Pacific,EAS,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.03923,28.37907,26.79747,38.29128,25.82546,41.55033,39.01709,22.24446,16.49536,17.18517,13.56226,19.29771,13.39193,15.33249,10.89379,14.99599,10.96169,11.61354,11.16618,13.63596,10.43935,10.61339,9.713589,8.935537,6.59698,9.022916,9.580304,8.868967,8.834718,8.253676,,
East Asia & Pacific,EAS,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,16,17.54,16.01,17.98,17.99,17.35,18.09,19.37,19.18,18.39,22.59,22.58,22.62,18.37,22.48,22.54,20.62,23.4,14.28,20.31,19.89,26.67,,
East Asia & Pacific,EAS,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4,75.21,77.42,75.57,78.78,78.77,80.1,81.43,79.49,79.48,82.09,81.53,82.23,82.1,84.47,82.85,82.03,81.92,81.6,87.21,82.69,89.14,31.92,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.38082886,52.64376068,54.26491928,57.13227844,60.19129181,61.04758835,62.62438965,64.63362122,69.66461182,71.57994843,73.52873993,75.92492676,77.98504639,80.64083862,83.40046692,85.73191833,86.39936829,87.50198364,88.94178009,90.71307373,91.30474091,90.38824,91.11118,88.20368,85.91711,83.40936,85.9702,87.20907,85.90342,85.41002,
East Asia & Pacific,EAS,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16139221,65.82702637,67.61443329,72.17572784,73.86179352,75.61518097,77.72692108,79.59165955,81.84837341,84.24273682,86.31050873,86.73486328,87.36676025,88.58824921,90.26470947,90.34922028,89.23906,90.29841,87.0108,84.67471,82.00135,84.44456,86.12979,84.54549,84.23164,
East Asia & Pacific,EAS,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.78342056,59.26594925,61.50849152,67.03314209,69.18789673,71.34089661,74.03481293,76.29998779,79.37567139,82.51953888,85.12518311,86.03471375,87.61953735,89.2662735,91.12152863,92.24690247,91.52248,91.85775,89.32911,87.0604,84.70456,87.37118,88.09835,87.07485,86.71119,
East Asia & Pacific,EAS,Lower secondary school starting age (years),SE.SEC.AGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Children out of school (% of primary school age),SE.PRM.UNER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208239555,6.672880173,5.462860107,4.454090118,5.581049919,5.018030167,5.087359905,5.759419918,6.663360119,7.933710098,8.743069649,9.407939911,7.449709892,5.371109962,5.125549793,4.77159977,4.806139946,4.803989887,4.697619915,4.748740196,5.310450077,4.229070187,4.13684988,3.775840044,3.77522,3.62259,3.58941,3.75841,3.51603,3.43127,3.32154,3.1767,3.26083,
East Asia & Pacific,EAS,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.348259926,3.969330072,2.781800032,2.012959957,3.399810076,2.863650084,3.121649981,3.927809954,4.910630226,6.350049973,7.424330235,8.284489632,6.700880051,4.999509811,4.765270233,4.444270134,4.578179836,4.49255991,4.433239937,4.4511199,5.033909798,4.046760082,3.925299883,3.581749916,3.79291,3.91384,3.54446,3.8156,3.39401,3.18073,2.96609,2.8123,2.86336,
East Asia & Pacific,EAS,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,5170370,3723008,2550839,1824625,3088878,2630523,2902357,3723435,4785170,6413639,7777410,8989505,7390991,5494348,5105192,4552977,4487916,4241520,4473028,4426664,4976797,3965007,3810199,3445996,3620341,3709619,3342883,3590137,3194136,3000667,2809294,2674409,2736034,
East Asia & Pacific,EAS,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26669025,9.514559746,8.280960083,7.020589828,7.875100136,7.284780025,7.156670094,7.688809872,8.511249542,9.60529995,10.13696957,10.59749031,8.244299889,5.766479969,5.510169983,5.12251997,5.051599979,5.140709877,4.985589981,5.073589802,5.612589836,4.428569794,4.368850231,3.989289999,3.75571,3.30037,3.63925,3.69486,3.65185,3.71057,3.71823,3.58361,3.70456,
East Asia & Pacific,EAS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,12198264,8490303,7224177,6052906,6803028,6360039,6320771,6919355,7866624,9191170,10046564,10860386,8569739,5956305,5529430,4894949,4598850,4489047,4618298,4622965,5078649,3965082,3866674,3490162,3250157,2827452,3095060,3128695,3087604,3140169,3155630,3051831,3170772,
East Asia & Pacific,EAS,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,17368634,12213311,9775016,7877531,9891906,8990563,9223128,10642790,12651793,15604809,17823974,19849892,15960730,11450653,10634622,9447925,9086767,8730568,9091326,9049629,10055446,7930090,7676873,6936159,6870498,6537071,6437944,6718832,6281740,6140836,5964924,5726240,5906806,
East Asia & Pacific,EAS,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33873,96.41708,96.36167,
